Ranking,Motor,Jogo,Score Neural Elite X,Confianca,Score,Score Base,Score Correlação,Score Final,Score Estratégico,Score Diversidade,Distância Média,Repetidas Último Concurso,Score Repetição,Score Soma,Score Distribuição,Soma,Pares,Ímpares,Classificação
295,Elite X PRO,04 - 05 - 15 - 39 - 47 - 54,66.15,Media,67.23,68.04,33.78,67.23,87.75,72.33,5.1,1,85.0,80.0,100.0,164,2,4,Muito Forte
296,Elite X PRO,03 - 24 - 37 - 44 - 46 - 56,66.14,Media,66.93,68.27,40.65,66.93,87.75,70.47,4.92,1,85.0,80.0,100.0,210,4,2,Muito Forte
297,Elite X PRO,06 - 17 - 38 - 45 - 49 - 50,66.14,Media,64.9,64.82,33.34,64.9,83.25,79.07,5.36,1,85.0,80.0,85.0,205,3,3,Forte
298,Elite X PRO,03 - 11 - 14 - 27 - 35 - 60,66.13,Media,66.67,64.56,38.81,66.67,93.0,72.53,5.06,2,100.0,80.0,100.0,150,2,4,Muito Forte
299,Elite X PRO,13 - 17 - 33 - 36 - 39 - 60,66.13,Media,62.98,62.49,33.73,62.98,86.5,80.33,5.24,2,100.0,100.0,55.0,198,2,4,Forte
300,Elite X PRO,07 - 08 - 30 - 32 - 42 - 51,66.12,Media,67.56,63.04,31.92,67.56,94.75,75.67,5.34,1,85.0,100.0,100.0,170,4,2,Muito Forte
301,Elite X PRO,08 - 09 - 13 - 39 - 45 - 54,66.12,Media,67.47,70.75,31.09,67.47,87.75,68.07,4.78,1,85.0,80.0,100.0,168,2,4,Muito Forte
302,Elite X PRO,11 - 30 - 37 - 39 - 48 - 54,66.11,Media,67.2,70.14,39.97,67.2,87.75,66.53,4.62,1,85.0,80.0,100.0,219,3,3,Muito Forte
303,Elite X PRO,13 - 15 - 22 - 32 - 39 - 53,66.11,Media,66.04,64.6,30.84,66.04,90.25,76.8,5.18,1,85.0,100.0,85.0,174,2,4,Muito Forte
304,Elite X PRO,06 - 09 - 27 - 33 - 38 - 42,66.1,Media,65.48,66.83,36.55,65.48,83.25,74.67,5.1,1,85.0,80.0,85.0,155,3,3,Muito Forte
305,Elite X PRO,08 - 09 - 27 - 48 - 52 - 56,66.09,Media,65.91,66.25,35.08,65.91,90.25,75.53,5.12,1,85.0,100.0,85.0,200,4,2,Muito Forte
306,Elite X PRO,09 - 13 - 35 - 40 - 52 - 56,66.08,Media,65.41,69.88,30.52,65.41,83.25,73.47,4.96,1,85.0,80.0,85.0,205,3,3,Muito Forte
307,Elite X PRO,03 - 04 - 17 - 38 - 42 - 58,66.06,Media,66.69,65.66,25.4,66.69,93.0,77.67,5.5,2,100.0,80.0,100.0,162,4,2,Muito Forte
308,Elite X PRO,08 - 09 - 15 - 30 - 49 - 56,66.04,Media,67.65,72.14,29.23,67.65,86.0,63.67,4.44,3,80.0,80.0,100.0,167,3,3,Muito Forte
309,Elite X PRO,07 - 27 - 30 - 39 - 45 - 52,66.02,Media,67.44,65.71,34.52,67.44,94.75,71.47,5.0,1,85.0,100.0,100.0,200,2,4,Muito Forte
310,Elite X PRO,09 - 11 - 27 - 49 - 52 - 56,66.01,Media,66.92,69.47,35.79,66.92,87.75,69.33,4.82,1,85.0,80.0,100.0,204,2,4,Muito Forte
311,Elite X PRO,09 - 30 - 34 - 35 - 49 - 53,66.01,Media,66.72,69.67,34.35,66.72,93.0,65.53,4.58,2,100.0,80.0,100.0,210,2,4,Muito Forte
312,Elite X PRO,03 - 10 - 15 - 45 - 53 - 60,66.01,Media,65.87,66.84,30.52,65.87,88.5,73.0,4.94,3,80.0,100.0,85.0,186,2,4,Muito Forte
313,Elite X PRO,13 - 15 - 27 - 36 - 37 - 42,66.0,Media,66.41,68.33,29.46,66.41,90.25,74.2,5.0,1,85.0,100.0,85.0,170,2,4,Muito Forte
314,Elite X PRO,15 - 23 - 35 - 36 - 44 - 45,66.0,Media,65.61,64.51,36.45,65.61,90.25,75.0,5.06,1,85.0,100.0,85.0,198,2,4,Muito Forte
315,Elite X PRO,10 - 13 - 21 - 37 - 53 - 54,65.97,Media,68.87,72.9,41.31,68.87,79.0,70.6,4.9,0,40.0,100.0,100.0,188,2,4,Muito Forte
316,Elite X PRO,09 - 13 - 34 - 40 - 45 - 47,65.96,Media,65.69,66.03,27.62,65.69,90.25,75.73,5.16,1,85.0,100.0,85.0,188,2,4,Muito Forte
317,Elite X PRO,03 - 22 - 34 - 42 - 44 - 59,65.93,Media,66.22,63.7,37.46,66.22,87.75,76.6,5.38,1,85.0,80.0,100.0,204,4,2,Muito Forte
318,Elite X PRO,13 - 18 - 23 - 35 - 56 - 60,65.93,Media,64.96,66.79,30.64,64.96,83.25,77.67,5.2,1,85.0,80.0,85.0,205,3,3,Forte
319,Elite X PRO,09 - 21 - 24 - 45 - 48 - 52,65.92,Media,66.04,68.33,24.45,66.04,90.25,75.13,5.08,1,85.0,100.0,85.0,199,3,3,Muito Forte
320,Elite X PRO,04 - 13 - 14 - 37 - 53 - 54,65.91,Media,67.6,73.02,36.33,67.6,74.5,74.4,5.0,0,40.0,100.0,85.0,175,3,3,Muito Forte
321,Elite X PRO,03 - 19 - 37 - 39 - 52 - 60,65.91,Media,64.57,65.79,35.98,64.57,88.5,74.8,5.06,2,100.0,80.0,85.0,210,2,4,Forte
322,Elite X PRO,15 - 19 - 24 - 39 - 40 - 47,65.9,Media,65.31,63.5,28.64,65.31,90.25,75.8,5.12,1,85.0,100.0,85.0,184,2,4,Muito Forte
323,Elite X PRO,04 - 09 - 30 - 33 - 40 - 44,65.9,Media,65.15,68.27,34.28,65.15,88.5,68.8,4.66,2,100.0,80.0,85.0,160,4,2,Muito Forte
324,Elite X PRO,13 - 15 - 34 - 38 - 45 - 56,65.9,Media,65.01,67.83,27.93,65.01,83.25,76.2,5.16,1,85.0,80.0,85.0,201,3,3,Muito Forte
325,Elite X PRO,10 - 14 - 24 - 39 - 49 - 53,65.89,Media,69.75,71.83,35.6,69.75,79.0,68.42,4.96,0,40.0,100.0,100.0,189,3,3,Muito Forte
326,Elite X PRO,01 - 13 - 38 - 45 - 56 - 60,65.88,Media,66.74,67.84,32.83,66.74,87.75,73.2,5.12,1,85.0,80.0,100.0,213,3,3,Muito Forte
327,Elite X PRO,09 - 11 - 35 - 44 - 49 - 54,65.85,Media,67.0,71.67,35.13,67.0,87.75,64.2,4.46,1,85.0,80.0,100.0,202,2,4,Muito Forte
328,Elite X PRO,09 - 10 - 14 - 41 - 43 - 55,65.84,Media,65.62,62.67,32.58,65.62,90.25,77.87,5.32,1,85.0,100.0,85.0,172,2,4,Muito Forte
329,Elite X PRO,09 - 21 - 38 - 39 - 46 - 52,65.83,Media,66.88,69.9,26.53,66.88,87.75,71.4,5.02,1,85.0,80.0,100.0,205,3,3,Muito Forte
330,Elite X PRO,09 - 10 - 14 - 27 - 40 - 53,65.81,Media,67.34,70.49,29.98,67.34,87.75,70.53,4.94,1,85.0,80.0,100.0,153,3,3,Muito Forte
331,Elite X PRO,09 - 30 - 35 - 42 - 48 - 52,65.8,Media,66.27,66.69,38.51,66.27,93.0,68.6,4.78,2,100.0,80.0,100.0,216,4,2,Muito Forte
332,Elite X PRO,03 - 10 - 15 - 27 - 42 - 60,65.78,Media,67.19,68.95,32.36,67.19,86.0,70.6,4.96,3,80.0,80.0,100.0,157,3,3,Muito Forte
333,Elite X PRO,13 - 24 - 30 - 37 - 47 - 56,65.76,Media,67.05,71.84,26.34,67.05,87.75,69.27,4.8,1,85.0,80.0,100.0,207,3,3,Muito Forte
334,Elite X PRO,08 - 21 - 27 - 35 - 38 - 48,65.76,Media,66.76,66.96,40.42,66.76,74.5,77.67,5.3,0,40.0,100.0,85.0,177,3,3,Muito Forte
335,Elite X PRO,07 - 08 - 11 - 24 - 47 - 60,65.74,Media,66.65,65.11,31.4,66.65,87.75,74.87,5.28,1,85.0,80.0,100.0,157,3,3,Muito Forte
336,Elite X PRO,06 - 14 - 15 - 48 - 49 - 52,65.74,Media,65.42,65.52,25.07,65.42,90.25,75.6,5.12,1,85.0,100.0,85.0,184,4,2,Muito Forte
337,Elite X PRO,11 - 15 - 36 - 40 - 49 - 52,65.74,Media,64.8,67.05,30.85,64.8,83.25,74.6,5.04,1,85.0,80.0,85.0,203,3,3,Forte
338,Elite X PRO,03 - 16 - 23 - 40 - 41 - 47,65.71,Media,67.07,61.39,28.02,67.07,94.75,80.6,5.68,1,85.0,100.0,100.0,170,2,4,Muito Forte
339,Elite X PRO,01 - 30 - 39 - 40 - 42 - 44,65.71,Media,65.36,64.78,37.4,65.36,90.25,70.53,4.76,1,85.0,100.0,85.0,196,4,2,Muito Forte
340,Elite X PRO,04 - 13 - 27 - 44 - 53 - 54,65.7,Media,68.88,74.12,35.7,68.88,79.0,70.67,4.92,0,40.0,100.0,100.0,195,3,3,Muito Forte
341,Elite X PRO,03 - 13 - 14 - 35 - 42 - 44,65.7,Media,65.13,66.4,37.85,65.13,83.25,74.27,5.02,1,85.0,80.0,85.0,151,3,3,Muito Forte
342,Elite X PRO,13 - 15 - 24 - 27 - 38 - 53,65.69,Media,66.01,67.11,29.44,66.01,90.25,74.47,4.98,1,85.0,100.0,85.0,170,2,4,Muito Forte
343,Elite X PRO,06 - 19 - 30 - 45 - 46 - 48,65.69,Media,65.18,63.18,33.93,65.18,90.25,75.73,5.1,1,85.0,100.0,85.0,194,4,2,Muito Forte
344,Elite X PRO,01 - 09 - 13 - 34 - 48 - 52,65.62,Media,67.02,69.15,26.39,67.02,87.75,73.13,5.16,1,85.0,80.0,100.0,157,3,3,Muito Forte
345,Elite X PRO,10 - 11 - 33 - 44 - 52 - 60,65.61,Media,66.62,69.11,35.6,66.62,87.75,71.87,5.02,1,85.0,80.0,100.0,210,4,2,Muito Forte
346,Elite X PRO,03 - 06 - 15 - 34 - 45 - 53,65.61,Media,66.15,64.01,32.35,66.15,93.0,73.93,5.22,2,100.0,80.0,100.0,156,2,4,Muito Forte
347,Elite X PRO,09 - 10 - 37 - 38 - 52 - 56,65.61,Media,62.45,67.84,41.44,62.45,74.25,74.33,4.86,1,85.0,80.0,55.0,202,4,2,Forte
348,Elite X PRO,03 - 24 - 35 - 36 - 53 - 60,65.6,Media,64.19,64.41,30.19,64.19,88.5,75.2,5.08,2,100.0,80.0,85.0,211,3,3,Forte
349,Elite X PRO,07 - 19 - 21 - 30 - 32 - 54,65.55,Media,66.68,67.15,25.4,66.68,87.75,73.27,5.12,1,85.0,80.0,100.0,163,3,3,Muito Forte
350,Elite X PRO,04 - 13 - 33 - 37 - 38 - 52,65.52,Media,67.13,71.62,32.77,67.13,74.5,77.27,5.24,0,40.0,100.0,85.0,177,3,3,Muito Forte
351,Elite X PRO,09 - 19 - 34 - 36 - 48 - 56,65.52,Media,66.23,66.83,32.06,66.23,87.75,73.93,5.22,1,85.0,80.0,100.0,202,4,2,Muito Forte
352,Elite X PRO,05 - 13 - 19 - 33 - 40 - 60,65.52,Media,65.56,64.21,29.46,65.56,90.25,78.33,5.34,1,85.0,100.0,85.0,170,2,4,Muito Forte
353,Elite X PRO,13 - 14 - 30 - 39 - 40 - 58,65.51,Media,65.14,64.19,33.2,65.14,90.25,73.87,4.96,1,85.0,100.0,85.0,194,4,2,Muito Forte
354,Elite X PRO,13 - 15 - 23 - 46 - 47 - 60,65.5,Media,64.04,64.35,30.43,64.04,88.5,77.27,5.2,2,100.0,80.0,85.0,204,2,4,Forte
355,Elite X PRO,04 - 08 - 15 - 37 - 47 - 48,65.49,Media,65.1,67.9,28.26,65.1,83.25,76.27,5.2,1,85.0,80.0,85.0,159,3,3,Muito Forte
356,Elite X PRO,10 - 19 - 23 - 39 - 42 - 54,65.48,Media,69.24,70.26,32.65,69.24,79.0,70.8,5.14,0,40.0,100.0,100.0,187,3,3,Muito Forte
357,Elite X PRO,09 - 13 - 35 - 42 - 53 - 60,65.48,Media,66.24,68.87,30.84,66.24,93.0,69.2,4.82,2,100.0,80.0,100.0,212,2,4,Muito Forte
358,Elite X PRO,01 - 06 - 27 - 30 - 52 - 60,65.48,Media,62.69,62.24,28.92,62.69,86.5,76.13,4.96,2,100.0,100.0,55.0,176,4,2,Forte
359,Elite X PRO,09 - 13 - 37 - 39 - 52 - 56,65.46,Media,64.88,69.88,36.66,64.88,83.25,71.07,4.78,1,85.0,80.0,85.0,206,2,4,Forte
360,Elite X PRO,01 - 14 - 35 - 39 - 48 - 52,65.45,Media,68.06,69.08,35.27,68.06,79.0,74.2,5.24,0,40.0,100.0,100.0,189,3,3,Muito Forte
361,Elite X PRO,06 - 10 - 27 - 46 - 49 - 53,65.45,Media,66.41,69.2,40.7,66.41,74.5,74.27,5.04,0,40.0,100.0,85.0,191,3,3,Muito Forte
362,Elite X PRO,14 - 19 - 30 - 39 - 42 - 56,65.44,Media,66.99,65.92,31.56,66.99,94.75,71.2,4.94,1,85.0,100.0,100.0,200,4,2,Muito Forte
363,Elite X PRO,01 - 09 - 24 - 30 - 39 - 54,65.44,Media,64.69,67.35,30.67,64.69,88.5,66.4,4.44,2,100.0,80.0,85.0,157,3,3,Forte
364,Elite X PRO,15 - 24 - 31 - 35 - 44 - 54,65.43,Media,66.57,70.28,24.76,66.57,87.75,69.2,4.82,1,85.0,80.0,100.0,203,3,3,Muito Forte
365,Elite X PRO,04 - 09 - 23 - 30 - 36 - 58,65.43,Media,64.44,65.24,32.16,64.44,88.5,73.6,4.98,2,100.0,80.0,85.0,160,4,2,Forte
366,Elite X PRO,06 - 13 - 30 - 33 - 37 - 41,65.42,Media,66.76,68.86,32.35,66.76,87.75,71.13,5.0,1,85.0,80.0,100.0,160,2,4,Muito Forte
367,Elite X PRO,17 - 26 - 33 - 38 - 42 - 47,65.41,Media,64.22,64.0,26.53,64.22,83.25,82.73,5.64,1,85.0,80.0,85.0,203,3,3,Forte
368,Elite X PRO,11 - 21 - 30 - 39 - 41 - 60,65.4,Media,65.68,65.29,28.92,65.68,93.0,70.33,4.88,2,100.0,80.0,100.0,202,2,4,Muito Forte
369,Elite X PRO,04 - 08 - 38 - 39 - 49 - 60,65.4,Media,65.37,66.66,31.92,65.37,90.25,73.2,5.0,1,85.0,100.0,85.0,198,4,2,Muito Forte
370,Elite X PRO,08 - 27 - 30 - 36 - 40 - 49,65.4,Media,65.01,64.15,31.73,65.01,90.25,72.33,4.9,1,85.0,100.0,85.0,190,4,2,Muito Forte
371,Elite X PRO,17 - 21 - 24 - 27 - 42 - 49,65.4,Media,62.84,62.06,31.18,62.84,81.25,79.8,5.18,1,85.0,100.0,55.0,180,2,4,Forte
372,Elite X PRO,06 - 10 - 15 - 30 - 34 - 53,65.38,Media,64.79,66.18,40.51,64.79,82.5,69.47,4.86,2,100.0,50.0,100.0,148,4,2,Forte
373,Elite X PRO,01 - 04 - 09 - 39 - 44 - 54,65.36,Media,65.19,69.49,35.95,65.19,83.25,69.33,4.66,1,85.0,80.0,85.0,151,3,3,Muito Forte
374,Elite X PRO,03 - 09 - 35 - 36 - 39 - 60,65.35,Media,62.81,63.99,35.71,62.81,79.5,73.6,4.8,3,80.0,100.0,55.0,182,2,4,Forte
375,Elite X PRO,15 - 16 - 37 - 42 - 49 - 54,65.34,Media,64.6,67.57,35.67,64.6,83.25,72.6,4.86,1,85.0,80.0,85.0,213,3,3,Forte
376,Elite X PRO,03 - 05 - 15 - 24 - 52 - 54,65.33,Media,64.34,64.31,29.2,64.34,88.5,75.2,5.08,2,100.0,80.0,85.0,153,3,3,Forte
377,Elite X PRO,01 - 10 - 37 - 40 - 44 - 45,65.33,Media,64.29,68.59,44.5,64.29,65.5,75.0,4.94,0,40.0,100.0,55.0,177,3,3,Forte
378,Elite X PRO,11 - 17 - 37 - 42 - 45 - 56,65.31,Media,64.32,65.74,37.8,64.32,83.25,77.13,5.2,1,85.0,80.0,85.0,208,2,4,Forte
379,Elite X PRO,03 - 10 - 13 - 24 - 37 - 56,65.27,Media,65.62,71.29,36.12,65.62,77.25,70.27,4.92,1,85.0,50.0,100.0,143,3,3,Muito Forte
380,Elite X PRO,10 - 11 - 33 - 40 - 59 - 60,65.27,Media,64.25,64.88,35.67,64.25,83.25,76.67,5.2,1,85.0,80.0,85.0,213,3,3,Forte
381,Elite X PRO,08 - 11 - 21 - 38 - 49 - 58,65.23,Media,68.78,68.17,32.35,68.78,79.0,71.87,5.22,0,40.0,100.0,100.0,185,3,3,Muito Forte
382,Elite X PRO,10 - 23 - 27 - 37 - 40 - 42,65.21,Media,66.62,69.67,33.72,66.62,74.5,76.33,5.2,0,40.0,100.0,85.0,179,3,3,Muito Forte
383,Elite X PRO,04 - 15 - 39 - 44 - 54 - 60,65.21,Media,65.95,68.14,34.3,65.95,93.0,67.6,4.7,2,100.0,80.0,100.0,216,4,2,Muito Forte
384,Elite X PRO,09 - 18 - 19 - 42 - 45 - 59,65.21,Media,64.87,63.9,28.73,64.87,90.25,76.4,5.18,1,85.0,100.0,85.0,192,2,4,Forte
385,Elite X PRO,04 - 21 - 27 - 30 - 37 - 49,65.19,Media,64.82,68.71,31.83,64.82,83.25,70.6,4.72,1,85.0,80.0,85.0,168,2,4,Forte
386,Elite X PRO,09 - 14 - 42 - 45 - 49 - 52,65.19,Media,64.38,66.87,33.78,64.38,83.25,73.73,4.96,1,85.0,80.0,85.0,211,3,3,Forte
387,Elite X PRO,14 - 15 - 27 - 30 - 37 - 39,65.19,Media,61.92,65.24,37.59,61.92,79.5,71.87,4.62,2,100.0,80.0,55.0,162,2,4,Forte
388,Elite X PRO,05 - 20 - 30 - 39 - 52 - 56,65.18,Media,65.6,63.82,35.13,65.6,87.75,73.53,5.12,1,85.0,80.0,100.0,202,4,2,Muito Forte
389,Elite X PRO,03 - 27 - 38 - 44 - 53 - 54,65.17,Media,66.28,68.56,33.73,66.28,87.75,70.93,4.94,1,85.0,80.0,100.0,219,3,3,Muito Forte
390,Elite X PRO,03 - 27 - 38 - 40 - 45 - 47,65.17,Media,64.81,63.09,32.72,64.81,90.25,78.27,5.34,1,85.0,100.0,85.0,200,2,4,Forte
391,Elite X PRO,03 - 10 - 17 - 24 - 37 - 48,65.16,Media,64.76,66.38,34.75,64.76,82.5,73.0,5.14,2,100.0,50.0,100.0,139,3,3,Forte
392,Elite X PRO,03 - 30 - 33 - 38 - 46 - 58,65.15,Media,65.44,64.37,30.18,65.44,93.0,73.0,5.14,2,100.0,80.0,100.0,208,4,2,Muito Forte
393,Elite X PRO,05 - 21 - 33 - 35 - 48 - 60,65.13,Media,65.84,66.12,29.6,65.84,87.75,75.67,5.34,1,85.0,80.0,100.0,202,2,4,Muito Forte
394,Elite X PRO,04 - 08 - 29 - 35 - 50 - 53,65.12,Media,67.98,67.52,30.62,67.98,79.0,77.8,5.5,0,40.0,100.0,100.0,179,3,3,Muito Forte
395,Elite X PRO,10 - 11 - 15 - 33 - 45 - 48,65.12,Media,64.62,66.86,33.5,64.62,83.25,75.33,5.1,1,85.0,80.0,85.0,162,2,4,Forte
396,Elite X PRO,08 - 15 - 37 - 45 - 52 - 53,65.11,Media,66.25,69.34,31.84,66.25,87.75,72.93,5.1,1,85.0,80.0,100.0,210,2,4,Muito Forte
397,Elite X PRO,09 - 12 - 22 - 27 - 31 - 54,65.11,Media,66.23,65.77,29.39,66.23,87.75,73.8,5.16,1,85.0,80.0,100.0,155,3,3,Muito Forte
398,Elite X PRO,05 - 10 - 26 - 38 - 47 - 54,65.1,Media,67.75,66.18,40.25,67.75,79.0,75.67,5.34,0,40.0,100.0,100.0,180,4,2,Muito Forte
399,Elite X PRO,08 - 09 - 24 - 30 - 35 - 45,65.1,Media,64.38,66.52,31.51,64.38,88.5,68.87,4.64,2,100.0,80.0,85.0,151,3,3,Forte
400,Elite X PRO,11 - 14 - 27 - 37 - 44 - 48,65.09,Media,66.43,70.14,33.36,66.43,74.5,74.33,4.98,0,40.0,100.0,85.0,181,3,3,Muito Forte
401,Elite X PRO,09 - 21 - 25 - 34 - 52 - 57,65.09,Media,64.63,62.07,30.85,64.63,90.25,80.33,5.44,1,85.0,100.0,85.0,198,2,4,Forte
402,Elite X PRO,06 - 13 - 37 - 38 - 49 - 50,65.08,Media,66.15,69.41,39.38,66.15,74.5,74.67,5.08,0,40.0,100.0,85.0,193,3,3,Muito Forte
403,Elite X PRO,03 - 14 - 39 - 46 - 47 - 49,65.05,Media,64.72,63.36,32.69,64.72,90.25,75.87,5.12,1,85.0,100.0,85.0,198,2,4,Forte
404,Elite X PRO,06 - 13 - 21 - 48 - 52 - 60,65.02,Media,66.9,67.73,23.06,66.9,94.75,75.47,5.28,1,85.0,100.0,100.0,200,4,2,Muito Forte
405,Elite X PRO,15 - 21 - 30 - 38 - 53 - 54,65.01,Media,63.88,66.05,28.37,63.88,88.5,71.2,4.72,2,100.0,80.0,85.0,211,3,3,Forte
406,Elite X PRO,09 - 14 - 19 - 24 - 34 - 47,64.98,Media,64.83,66.6,35.79,64.83,77.25,74.2,5.2,1,85.0,50.0,100.0,147,3,3,Forte
407,Elite X PRO,04 - 13 - 39 - 45 - 54 - 60,64.97,Media,66.32,70.48,27.74,66.32,87.75,70.8,4.94,1,85.0,80.0,100.0,215,3,3,Muito Forte
408,Elite X PRO,10 - 21 - 30 - 33 - 52 - 54,64.96,Media,64.99,66.34,31.18,64.99,90.25,73.4,4.92,1,85.0,100.0,85.0,200,4,2,Forte
409,Elite X PRO,01 - 04 - 15 - 24 - 56 - 60,64.96,Media,64.19,66.26,27.9,64.19,88.5,74.13,5.0,2,100.0,80.0,85.0,160,4,2,Forte
410,Elite X PRO,10 - 14 - 21 - 38 - 39 - 56,64.94,Media,67.8,67.67,40.87,67.8,79.0,72.93,5.12,0,40.0,100.0,100.0,178,4,2,Muito Forte
411,Elite X PRO,03 - 04 - 19 - 33 - 52 - 59,64.94,Media,65.02,63.49,25.59,65.02,90.25,80.67,5.5,1,85.0,100.0,85.0,170,2,4,Muito Forte
412,Elite X PRO,09 - 11 - 19 - 28 - 34 - 44,64.93,Media,64.79,66.66,38.46,64.79,77.25,72.07,5.04,1,85.0,50.0,100.0,145,3,3,Forte
413,Elite X PRO,08 - 11 - 34 - 37 - 53 - 54,64.92,Media,66.08,69.54,40.14,66.08,74.5,75.33,5.1,0,40.0,100.0,85.0,197,3,3,Muito Forte
414,Elite X PRO,03 - 08 - 14 - 39 - 45 - 46,64.92,Media,64.07,62.83,34.72,64.07,83.25,76.8,5.24,1,85.0,80.0,85.0,155,3,3,Forte
415,Elite X PRO,06 - 07 - 11 - 49 - 54 - 56,64.89,Media,65.7,67.53,35.95,65.7,74.5,74.07,5.02,0,40.0,100.0,85.0,183,3,3,Muito Forte
416,Elite X PRO,01 - 13 - 27 - 47 - 54 - 60,64.85,Media,65.89,68.55,27.19,65.89,87.75,72.8,5.08,1,85.0,80.0,100.0,202,2,4,Muito Forte
417,Elite X PRO,06 - 09 - 20 - 25 - 41 - 57,64.84,Media,65.33,60.2,37.28,65.33,87.75,78.07,5.52,1,85.0,80.0,100.0,158,2,4,Muito Forte
418,Elite X PRO,01 - 33 - 35 - 37 - 42 - 60,64.84,Media,64.1,67.19,35.04,64.1,83.25,75.2,5.1,1,85.0,80.0,85.0,208,2,4,Forte
419,Elite X PRO,09 - 12 - 14 - 17 - 48 - 51,64.84,Media,63.82,62.83,26.47,63.82,88.5,79.33,5.38,2,100.0,80.0,85.0,151,3,3,Forte
420,Elite X PRO,19 - 24 - 30 - 33 - 37 - 49,64.83,Media,64.88,66.94,27.41,64.88,90.25,70.67,4.74,1,85.0,100.0,85.0,192,2,4,Forte
421,Elite X PRO,09 - 32 - 35 - 37 - 41 - 44,64.81,Media,62.45,65.35,35.23,62.45,81.25,75.4,4.92,1,85.0,100.0,55.0,198,2,4,Forte
422,Elite X PRO,04 - 11 - 33 - 38 - 44 - 56,64.8,Media,67.43,68.73,38.7,67.43,79.0,72.6,5.12,0,40.0,100.0,100.0,186,4,2,Muito Forte
423,Elite X PRO,07 - 10 - 15 - 27 - 38 - 48,64.8,Media,64.9,68.37,34.26,64.9,77.25,73.27,5.16,1,85.0,50.0,100.0,145,3,3,Forte
424,Elite X PRO,11 - 21 - 36 - 46 - 53 - 60,64.79,Media,64.27,65.7,41.17,64.27,77.25,74.87,5.2,1,85.0,50.0,100.0,227,3,3,Forte
425,Elite X PRO,10 - 21 - 24 - 36 - 37 - 49,64.77,Media,66.35,70.47,34.82,66.35,74.5,72.6,4.92,0,40.0,100.0,85.0,177,3,3,Muito Forte
426,Elite X PRO,09 - 15 - 24 - 49 - 56 - 60,64.77,Media,66.15,70.16,33.02,66.15,86.0,65.87,4.56,3,80.0,80.0,100.0,213,3,3,Muito Forte
427,Elite X PRO,14 - 15 - 18 - 21 - 35 - 56,64.74,Media,64.0,63.74,30.02,64.0,83.25,76.93,5.14,1,85.0,80.0,85.0,159,3,3,Forte
428,Elite X PRO,04 - 27 - 30 - 39 - 52 - 58,64.74,Media,63.74,64.73,39.5,63.74,83.25,75.0,5.04,1,85.0,80.0,85.0,210,4,2,Forte
429,Elite X PRO,10 - 11 - 15 - 30 - 33 - 49,64.73,Media,64.39,67.42,38.34,64.39,82.5,66.2,4.6,2,100.0,50.0,100.0,148,2,4,Forte
430,Elite X PRO,03 - 14 - 24 - 27 - 42 - 45,64.71,Media,64.04,63.96,31.83,64.04,83.25,77.0,5.22,1,85.0,80.0,85.0,155,3,3,Forte
431,Elite X PRO,06 - 13 - 27 - 37 - 38 - 48,64.7,Media,67.36,73.03,33.07,67.36,72.0,73.0,5.14,0,40.0,80.0,100.0,169,3,3,Muito Forte
432,Elite X PRO,06 - 09 - 36 - 42 - 53 - 56,64.7,Media,63.83,66.26,32.77,63.83,83.25,74.6,5.06,1,85.0,80.0,85.0,202,4,2,Forte
433,Elite X PRO,09 - 30 - 39 - 42 - 48 - 52,64.67,Media,65.35,66.42,36.1,65.35,93.0,68.07,4.74,2,100.0,80.0,100.0,220,4,2,Muito Forte
434,Elite X PRO,07 - 09 - 10 - 17 - 44 - 56,64.67,Media,62.74,67.04,33.54,62.74,78.0,73.07,4.94,2,100.0,50.0,85.0,143,3,3,Forte
435,Elite X PRO,04 - 13 - 19 - 39 - 42 - 54,64.65,Media,68.19,72.29,30.62,68.19,79.0,72.47,5.08,0,40.0,100.0,100.0,171,3,3,Muito Forte
436,Elite X PRO,03 - 14 - 27 - 31 - 38 - 49,64.63,Media,65.76,65.77,29.69,65.76,87.75,73.53,5.18,1,85.0,80.0,100.0,162,2,4,Muito Forte
437,Elite X PRO,17 - 21 - 31 - 37 - 48 - 54,64.63,Media,65.63,67.39,29.03,65.63,87.75,75.33,5.28,1,85.0,80.0,100.0,208,2,4,Muito Forte
438,Elite X PRO,04 - 06 - 15 - 30 - 35 - 49,64.63,Media,64.33,66.75,37.19,64.33,82.5,66.6,4.66,2,100.0,50.0,100.0,139,3,3,Forte
439,Elite X PRO,01 - 03 - 15 - 35 - 42 - 56,64.62,Media,65.43,64.54,30.88,65.43,93.0,71.8,5.06,2,100.0,80.0,100.0,152,2,4,Muito Forte
440,Elite X PRO,04 - 09 - 19 - 35 - 42 - 49,64.62,Media,64.14,66.21,37.21,64.14,83.25,72.0,4.88,1,85.0,80.0,85.0,158,2,4,Forte
441,Elite X PRO,10 - 17 - 21 - 23 - 27 - 60,64.61,Media,63.45,61.98,29.49,63.45,88.5,78.8,5.32,2,100.0,80.0,85.0,158,2,4,Forte
442,Elite X PRO,06 - 11 - 35 - 39 - 42 - 58,64.6,Media,67.31,68.49,33.53,67.31,79.0,73.67,5.2,0,40.0,100.0,100.0,191,3,3,Muito Forte
443,Elite X PRO,06 - 11 - 17 - 38 - 42 - 46,64.58,Media,63.77,63.01,34.35,63.77,83.25,79.07,5.38,1,85.0,80.0,85.0,160,4,2,Forte
